,J [mm/day],Q [mm/day],ET [mm/day]
2/2/1999,0.25,3.661441341,0.438889912
2/3/1999,1.75,3.219486034,0.418895508
2/4/1999,2.75,3.007684358,0.36426617
2/5/1999,12.75,3.154122905,0.494964907
2/6/1999,23.5,7.070832402,0.274164192
2/7/1999,1,5.351153631,0.451309156
2/8/1999,1.75,3.97573743,0
2/9/1999,1.5,3.366075419,0
2/10/1999,1.5,2.991946927,0.070930966
2/11/1999,0,2.73901676,0.167562303
2/12/1999,4.75,2.692558659,0.374037554
2/13/1999,0.5,3.251765363,0.164049644
2/14/1999,6,3.251790503,0.45057868
2/15/1999,0.75,3.024050279,0.338325651
2/16/1999,2.25,2.737030726,1.256789707
2/17/1999,16.25,3.76496648,0.540179373
2/18/1999,24.5,8.284449721,0.267985922
2/19/1999,37,38.13800279,0.285475641
2/20/1999,0,9.342226257,0.644830747
2/21/1999,25,13.66318156,0.465482879
2/22/1999,7.5,8.025636872,0.656512136
2/23/1999,10.5,6.047421788,0.380551998
2/24/1999,5.25,9.645108939,0.195429031
2/25/1999,10,6.684837989,0.608313064
2/26/1999,11,10.49847486,0.387519675
2/27/1999,3.75,7.093709497,0.812344942
2/28/1999,40,19.11753352,0.458819628
3/1/1999,58,57.36730726,0.28605323
3/2/1999,74.25,81.00382123,0.351383884
3/3/1999,16,21.68778771,0.570093418
3/4/1999,4,11.46665363,0.697171921
3/5/1999,1.5,7.384072626,0.716944704
3/6/1999,4.5,5.649511173,0.490477813
3/7/1999,3.25,4.811606145,0.677175132
3/8/1999,2.5,4.20146648,0.129060472
3/9/1999,0.5,3.599698324,0.518159389
3/10/1999,0,3.160081006,0.583661906
3/11/1999,0.5,2.843094972,0.220516927
3/12/1999,0.25,2.592251397,0.987718953
3/13/1999,0.25,2.32428771,1.851061306
3/14/1999,0,2.141572626,1.084023507
3/15/1999,0,1.953703911,1.872832962
3/16/1999,0.25,1.822097765,2.310083757
3/17/1999,0,1.657231844,3.411488318
3/18/1999,0.75,1.587972067,1.790508752
3/19/1999,0,1.497972067,1.483680499
3/20/1999,3,1.414231844,1.311217951
3/21/1999,27.5,4.690282123,0.454714162
3/22/1999,8.75,2.97299162,1.394204825
3/23/1999,0,3.095446927,0.998416109
3/24/1999,1,2.418284916,0.482431689
3/25/1999,9,2.736276536,0.417722608
3/26/1999,15.5,3.905120112,1.131595352
3/27/1999,1,4.961312849,1.963254779
3/28/1999,0.25,3.262122905,2.045909421
3/29/1999,19.5,8.964276536,1.27398236
3/30/1999,0.75,4.77525419,2.335865259
3/31/1999,0.25,3.675921788,1.639202002
4/1/1999,0,3.077371508,2.988422393
4/2/1999,4,2.80128771,1.000420954
4/3/1999,0.5,2.486312849,0.987984083
4/4/1999,8,2.595418994,1.229247974
4/5/1999,4.5,2.627321229,0.829946556
4/6/1999,15,4.64699162,0.976434397
4/7/1999,6,4.801550279,0.929421969
4/8/1999,0,3.699502793,2.608598989
4/9/1999,0,3.175868715,2.434964544
4/10/1999,5.75,3.081594972,1.543563929
4/11/1999,29.5,8.32572905,2.102672269
4/12/1999,41,23.57331285,0.781056983
4/13/1999,3.25,11.91315922,1.198133705
4/14/1999,1.5,6.551597765,2.617446117
4/15/1999,9,5.596013966,1.144149728
4/16/1999,2.75,4.633567039,2.434520874
4/17/1999,6.25,4.598798883,1.194313642
4/18/1999,5.25,4.464201117,1.774381775
4/19/1999,1.5,3.772935754,2.915682106
4/20/1999,25,8.795513966,0.354021657
4/21/1999,20.75,14.24056425,0.818757361
4/22/1999,2.5,10.07630447,2.185677094
4/23/1999,0.5,6.18227095,2.054794329
4/24/1999,2,4.711097765,2.660127674
4/25/1999,4.75,4.01777095,0.730977101
4/26/1999,12.75,5.717715084,0.419757661
4/27/1999,0,4.581955307,2.627303062
4/28/1999,0,3.666444134,5.08396402
4/29/1999,0,3.24150838,3.904287984
4/30/1999,0,2.893223464,3.644768944
5/1/1999,0.25,2.605801676,2.292104272
5/2/1999,0,2.37152514,1.172830138
5/3/1999,0,2.147606145,3.409959122
5/4/1999,0,1.925044693,3.396959993
5/5/1999,0,1.773251397,2.973794773
5/6/1999,3.86621724,1.726139665,0.826574424
5/7/1999,10.75932926,2.104642458,0.903485327
5/8/1999,24.03758729,5.710726257,1.419268244
5/9/1999,3.38474011,5.021773743,2.239223003
5/10/1999,5.49722311,3.379047486,2.535450099
5/11/1999,8.25872113,3.067039106,1.938904456
5/12/1999,2.990570585,3.682256983,2.333927973
5/13/1999,17.59920441,5.296952514,1.453371992
5/14/1999,2.058025675,7.199120112,2.3969381
5/15/1999,0,4.344460894,3.349718588
5/16/1999,0.49600682,3.541198324,1.763864298
5/17/1999,0,3.016583799,3.065090166
5/18/1999,0.25465802,2.663798883,1.249095307
5/19/1999,0.82466324,2.418561453,3.063103181
5/20/1999,0,2.146022346,5.585191829
5/21/1999,2.15137767,2.026558659,1.123759684
5/22/1999,0,1.807089385,2.464300965
5/23/1999,0.82466324,1.709170391,0.696291046
5/24/1999,7.90100535,1.917879888,1.180074822
5/25/1999,0,1.585659218,4.530856322
5/26/1999,1.648106015,1.489223464,1.611039423
5/27/1999,4.54410414,1.403296089,4.983763271
5/28/1999,4.0347881,1.528592179,0.719305892
5/29/1999,3.318006545,1.41596648,2.834849147
5/30/1999,0.32865642,1.32375419,0.62179382
5/31/1999,0.73735562,1.242125698,1.511969465
6/1/1999,0.5760496,1.19403352,3.745476115
6/2/1999,28.65910579,3.369268156,0.949472113
6/3/1999,8.911152115,4.758511173,1.271891372
6/4/1999,9.70193208,4.701041899,2.980611863
6/5/1999,0.4086992,3.542405028,2.836406723
6/6/1999,0.08730762,2.686449721,3.408084557
6/7/1999,4.791497315,2.490636872,3.119806471
6/8/1999,0,2.133502793,4.9165066
6/9/1999,0,1.937061453,4.452924754
6/10/1999,0,1.810558659,2.130576158
6/11/1999,0,1.688430168,2.438811497
6/12/1999,1.97676243,1.62751676,1.741296643
6/13/1999,0.32865642,1.531106145,3.825686348
6/14/1999,0,1.445128492,3.329901832
6/15/1999,0.5760496,1.36877933,4.14181355
6/16/1999,0,1.262765363,6.329695259
6/17/1999,1.40071283,1.198407821,3.815185569
6/18/1999,0,1.111374302,6.663197822
6/19/1999,20.90988819,1.280941341,1.862841478
6/20/1999,9.58421509,3.496675978,3.529007982
6/21/1999,2.552812035,1.502446927,3.123172638
6/22/1999,1.640841175,1.324734637,2.972419132
6/23/1999,2.72016243,1.304622905,2.287222024
6/24/1999,0,1.220329609,3.482159863
6/25/1999,0,1.146594972,4.920127455
6/26/1999,5.95086135,1.127614525,4.678691859
6/27/1999,13.3448041,1.339868715,2.548844373
6/28/1999,4.872760555,1.861944134,3.443116343
6/29/1999,0,1.282977654,4.989742538
6/30/1999,2.480034085,1.171030726,3.368260458
7/1/1999,21.16814966,2.868310056,2.079783282
7/2/1999,0.90470602,2.073871508,5.004855356
7/3/1999,2.73347164,1.68601676,2.695051516
7/4/1999,2.574606545,1.536863128,3.780619348
7/5/1999,0.32865642,1.427128492,5.604265157
7/6/1999,0,1.32297486,5.851845253
7/7/1999,0,1.271740223,3.863904673
7/8/1999,0,1.220857542,6.811752527
7/9/1999,0,1.1835,6.000405467
7/10/1999,0,1.150240223,5.203014173
7/11/1999,0,1.084902235,7.539494341
7/12/1999,0,1.034597765,7.024905909
7/13/1999,2.384047925,1.044804469,1.602103609
7/14/1999,2.402996785,1.032335196,2.794213293
7/15/1999,0,0.976198324,1.954937471
7/16/1999,0.803529515,0.956865922,2.300007876
7/17/1999,0,0.92099162,2.570840074
7/18/1999,0.437108085,0.896053073,3.82723434
7/19/1999,17.16812017,1.203159218,1.78413278
7/20/1999,8.28208669,1.746150838,1.747973579
7/21/1999,3.88508061,1.132818436,2.363355029
7/22/1999,3.88169734,1.201575419,4.45259625
7/23/1999,0.308992315,1.009860335,5.911445661
7/24/1999,0,0.931600559,6.6243121
7/25/1999,0,0.900377095,1.54747164
7/26/1999,0,0.841650838,5.339961305
7/27/1999,0,0.800446927,3.818900022
7/28/1999,0,0.78003352,3.360604968
7/29/1999,0,0.755572626,3.284898862
7/30/1999,0,0.73272067,3.089045137
7/31/1999,0,0.714594972,2.907905717
8/1/1999,0,0.706399441,2.204584491
8/2/1999,0.48908857,0.699611732,1.490045001
8/3/1999,25.25046132,1.43778771,2.179087752
8/4/1999,5.588751535,0.909703911,2.508147314
8/5/1999,12.48858463,1.92972067,4.204996942
8/6/1999,18.87976495,1.154061453,2.709580694
8/7/1999,10.48888402,5.507472067,2.043648931
8/8/1999,8.86856746,2.096748603,0.463768102
8/9/1999,2.693820535,2.623173184,0.990627261
8/10/1999,0.44255671,1.924240223,2.683480417
8/11/1999,0,1.652103352,1.009417761
8/12/1999,0.3690244,1.467653631,4.541903903
8/13/1999,19.81701438,2.469796089,1.290836645
8/14/1999,4.6904328,3.746312849,2.138472627
8/15/1999,1.413679695,2.292435754,3.473683905
8/16/1999,1.728068415,1.942064246,2.740353667
8/17/1999,23.56337686,6.146371508,0.995202795
8/18/1999,10.83372808,6.243913408,2.594356033
8/19/1999,0.377076,4.431192737,4.126406525
8/20/1999,0,3.207067039,3.569049402
8/21/1999,0,2.650324022,3.884910573
8/22/1999,1.005177595,2.295854749,2.837169437
8/23/1999,1.250754565,2.11200838,1.948593674
8/24/1999,7.090826605,2.022863128,0.560069508
8/25/1999,12.45477272,3.878019553,1.024364265
8/26/1999,4.536019115,2.645446927,1.416076903
8/27/1999,0,2.243689944,2.907671828
8/28/1999,0.308992315,2.004837989,2.0715745
8/29/1999,0.19359648,1.851662011,1.246726112
8/30/1999,0.308992315,1.722946927,2.499863228
8/31/1999,0,1.627743017,2.671388429
9/1/1999,0,1.525801676,3.000618926
9/2/1999,0.3690244,1.449854749,3.238342937
9/3/1999,0,1.367421788,4.30334822
9/4/1999,0,1.272343575,4.908026168
9/5/1999,0,1.196874302,4.578480057
9/6/1999,0.3690244,1.154941341,3.960470245
9/7/1999,11.32053414,1.57198324,3.047551271
9/8/1999,11.04836433,1.457321229,1.174526279
9/9/1999,0,1.402114525,4.133319877
9/10/1999,0,1.141944134,4.550201854
9/11/1999,3.400122775,1.111977654,1.620318385
9/12/1999,1.57324711,1.062804469,3.328265306
9/13/1999,0.811581115,1.003851955,2.493719502
9/14/1999,0,0.941379888,3.827167965
9/15/1999,1.63327919,0.906335196,3.791588306
9/16/1999,6.62275227,1.019363128,2.422918067
9/17/1999,7.47964179,0.984167598,1.873884282
9/18/1999,17.25220989,2.248918994,0.721639552
9/19/1999,25.84741962,11.32328212,1.090231232
9/20/1999,15.93523926,8.002206704,0.790948534
9/21/1999,0,4.870382682,2.314955172
9/22/1999,1.125241765,3.533706704,0.548159345
9/23/1999,18.67092332,4.980620112,1.322758109
9/24/1999,15.67095613,8.018597765,1.134112373
9/25/1999,6.54868235,6.484374302,1.616403149
9/26/1999,47.95447298,16.69318994,1.33106415
9/27/1999,26.11165055,36.52179888,1.143150113
9/28/1999,3.94250973,11.54717598,1.276738595
9/29/1999,12.06481186,8.91522905,1.293711058
9/30/1999,13.06870438,10.16215642,0.713177792
10/1/1999,51.36388309,28.65491899,0.773279289
10/2/1999,16.39598008,31.1622486,1.318102529
10/3/1999,17.01437619,11.77069274,0.784798767
10/4/1999,2.663452375,8.203575419,1.752739486
10/5/1999,0.065480715,5.83428771,1.243558454
10/6/1999,0,4.485645251,2.55762171
10/7/1999,40.64484871,6.545865922,1.159328598
10/8/1999,38.93699482,29.5471257,0.559935159
10/9/1999,3.44665463,13.1516648,0.975296882
10/10/1999,14.92437036,9.982156425,0.648235626
10/11/1999,0,8.040142458,1.427423693
10/12/1999,0,5.724955307,1.547275512
10/13/1999,0,4.546282123,2.299842938
10/14/1999,0.060032085,3.771377095,0.924993109
10/15/1999,0,3.161061453,1.129039765
10/16/1999,0,2.721343575,0.73469605
10/17/1999,0,2.383768156,1.034263652
10/18/1999,0.308992315,2.116558659,1.64691634
10/19/1999,0,1.897642458,1.477697919
10/20/1999,0,1.757840782,0.440925745
10/21/1999,5.03600493,1.717818436,0.168618811
10/22/1999,3.981692515,1.867575419,0.597711081
10/23/1999,17.61006152,3.04798324,0.510842049
10/24/1999,40.66216323,10.20698045,0.303390439
10/25/1999,10.97397045,18.92659777,0.6766861
10/26/1999,0.265393485,6.874114525,0.603130791
10/27/1999,1.496182165,4.727564246,1.09495449
10/28/1999,7.981350645,4.624944134,0.855784013
10/29/1999,0.859443385,3.614002793,0.498543714
10/30/1999,19.05754682,5.30776257,0.45534508
10/31/1999,2.949675455,7.258223464,1.569918922
11/1/1999,12.97316881,7.090868715,0.325674782
11/2/1999,14.51267865,7.067740223,0.861432852
11/3/1999,4.927014445,8.525086592,0.596894858
11/4/1999,1.607534475,5.658083799,0.465302081
11/5/1999,38.04216792,22.8693771,0.511174642
11/6/1999,9.112879065,12.77482123,0.455298844
11/7/1999,6.13915895,7.793798883,0.393571509
11/8/1999,1.04769144,5.820863128,0.973250238
11/9/1999,0.76519452,4.631932961,1.054708257
11/10/1999,0,3.860572626,1.079754201
11/11/1999,0,3.297142458,0.310762997
11/12/1999,2.86583846,2.982569832,0.115790648
11/13/1999,0.41596404,2.61824581,0.192961656
11/14/1999,0.32865642,2.331980447,0.286042911
11/15/1999,4.326273,2.193963687,0.265499114
11/16/1999,13.3403912,2.352544693,0.534245797
11/17/1999,5.21799339,2.962131285,0.510198898
11/18/1999,1.254833365,2.5155,0.310794298
11/19/1999,0,2.146097765,0.277161497
11/20/1999,0,1.960692737,0.3611268
11/21/1999,0.506742285,1.839293296,0.776363082
11/22/1999,2.264847315,1.800804469,0.392660049
11/23/1999,6.611694365,1.812695531,0.326745907
11/24/1999,58.16966039,20.38173184,0.281656345
11/25/1999,5.92339559,14.52273184,0.458004137
11/26/1999,16.14554886,12.54517039,0.364467777
11/27/1999,2.62448967,8.311449721,0.468911419
11/28/1999,13.01778755,7.390357542,0.480462491
11/29/1999,0,6.416321229,0.198191394
11/30/1999,7.366726695,5.445427374,0.215101925
12/1/1999,2.744074285,4.650611732,0.703893122
12/2/1999,4.350317675,4.187187151,0.54984995
12/3/1999,25.91882231,15.52967598,0.647804888
12/4/1999,1.963706205,7.030885475,0.386593462
12/5/1999,25.04291427,7.071888268,0.224417967
12/6/1999,48.77596457,33.3137514,0.230425946
12/7/1999,5.7323157,15.80063128,0.440492745
12/8/1999,23.45724495,18.58517598,0.445936142
12/9/1999,19.12968087,14.66534916,0.514800786
12/10/1999,27.93150635,14.61874022,0.291191141
12/11/1999,54.67570456,51.69750838,0.314130768
12/12/1999,26.7121709,22.4011257,0.274169834
12/13/1999,5.617492785,13.21976816,0
12/14/1999,1.489240915,8.591405028,0
12/15/1999,0.24616955,6.099888268,0
12/16/1999,29.18961735,8.245156425,0.37909125
12/17/1999,58.95038082,54.86930447,0.062254418
12/18/1999,0,10.78717877,0.113599006
12/19/1999,0.33236682,6.624703911,0
12/20/1999,0,5.033337989,0
12/21/1999,14.12501053,5.81103352,0.250677905
12/22/1999,10.02271011,9.047036313,0.266786879
12/23/1999,12.11196848,7.88178771,0.484405601
12/24/1999,19.74620502,12.55070112,0.396817479
12/25/1999,9.84213789,14.73146648,0.527022612
12/26/1999,13.74622843,9.782849162,0.352264631
12/27/1999,2.86458012,8.356927374,0.009844581
12/28/1999,2.895313095,6.517835196,0.120453011
12/29/1999,8.71862435,6.338136872,0.086266389
12/30/1999,62.48634727,41.21783799,0.177308238
12/31/1999,12.81987625,13.27929888,0.296169242
1/1/2000,0,9.69978771,0.372677132
1/2/2000,3.698998125,6.725740223,0.294571746
1/3/2000,15.72393407,8.807480447,0.22400295
1/4/2000,6.8191944,7.529907821,0.115578148
1/5/2000,7.002673925,6.527790503,0.491926921
1/6/2000,6.530808695,6.765511173,0.269891069
1/7/2000,13.29888067,7.177851955,0.336820996
1/8/2000,2.463028865,7.665636872,0.246576297
1/9/2000,0,5.635282123,0.317868408
1/10/2000,22.43186124,6.733382682,0.277547768
1/11/2000,28.86023673,22.53491899,0.142489084
1/12/2000,46.31213263,43.2045,0.191122771
1/13/2000,0.799365965,14.63352235,0.231446609
1/14/2000,2.803767735,7.864667598,0.0331076
1/15/2000,0.068083685,5.790670391,0.010963826
1/16/2000,0,4.732994413,0.318835545
1/17/2000,0.060032085,3.946424581,0.457518849
1/18/2000,0.1335644,3.440589385,0.719623337
1/19/2000,0,3.049089385,0.284067399
1/20/2000,0.3690244,2.715209497,0.141542754
1/21/2000,1.0051776,2.449558659,0.195151959
1/22/2000,5.839534445,2.455994413,0.311767762
1/23/2000,0,2.194918994,0.239405371
1/24/2000,0.068083685,2.009513966,0.073693624
1/25/2000,0.3690244,1.858374302,0.169300148
1/26/2000,0,1.725938547,0.143451642
1/27/2000,1.38225359,1.632142458,0.491874071
1/28/2000,64.75439128,15.7619162,0.192134874
1/29/2000,56.57102469,33.51939385,0.124619522
1/30/2000,58.47281103,52.01997486,0.22320111
1/31/2000,6.60608808,11.92200838,0.206926619
2/1/2000,24.64971609,12.80805587,0.180965061
2/2/2000,0,9.756905028,0.265197355
2/3/2000,17.12084771,7.332837989,0.310538292
2/4/2000,18.18871573,13.91827374,0.175531589
2/5/2000,2.82604364,8.190553073,0.256367374
2/6/2000,5.56130904,6.729134078,0.33755442
2/7/2000,11.54828786,8.96249162,0.52122379
2/8/2000,23.49876675,14.47006425,0.814767987
2/9/2000,1.794882355,7.603064246,0.796632219
2/10/2000,24.98010733,12.93184358,0.647316818
2/11/2000,3.221757215,7.767477654,0.55080467
2/12/2000,25.2569424,15.28179888,0.795771265
2/13/2000,0,7.71450838,0.658807593
2/14/2000,25.21694049,9.470614525,0.259396703
2/15/2000,14.19576707,9.016265363,0.512258102
2/16/2000,1.738558055,7.334094972,0.429898879
2/17/2000,24.14734183,9.26773743,0.516716858
2/18/2000,16.86716006,12.14009497,0.340295928
2/19/2000,3.232746455,9.628944134,1.09292937
2/20/2000,5.3767438,6.617463687,1.186903035
2/21/2000,6.40814156,7.293594972,0.791126851
2/22/2000,2.052218715,5.231740223,0.884604113
2/23/2000,20.05309915,5.869835196,0.402062993
2/24/2000,5.697840695,6.920044693,0.514276581
2/25/2000,3.33005148,5.646695531,0.691146851
2/26/2000,6.359084495,4.967748603,1.044757872
2/27/2000,55.11090031,31.3333743,0.223223878
2/28/2000,18.52699926,16.49292737,0.546647224
2/29/2000,28.52435667,27.24664525,0.541285214
3/1/2000,2.895468615,10.88311173,0.988792366
3/2/2000,51.7781915,25.40710056,0.240400263
3/3/2000,25.16940292,34.98543855,0.785881051
3/4/2000,0.065480715,8.952511173,1.017951963
3/5/2000,1.193325445,6.215832402,0.877346832
3/6/2000,9.729283395,5.469209497,0.43955325
3/7/2000,41.41712834,21.53063966,0.226379276
3/8/2000,14.70482921,17.74028212,0.192969317
3/9/2000,9.014391945,9.719346369,1.138279058
3/10/2000,3.025649745,7.678608939,0.945775612
3/11/2000,0.065480715,5.862393855,1.273536074
3/12/2000,0.060032085,4.773067039,1.678823193
3/13/2000,1.94227151,4.01699162,1.341694968
3/14/2000,5.77198836,3.797622905,0.910179362
3/15/2000,0,3.229340782,1.468927326
3/16/2000,0,2.854784916,0.740488594
3/17/2000,0,2.553310056,0.837578615
3/18/2000,0,2.320617318,1.333449695
3/19/2000,0.060032085,2.122315642,2.825257353
3/20/2000,0,1.936734637,1.184815977
3/21/2000,0,1.804675978,1.051076209
3/22/2000,0,1.679480447,2.466327663
3/23/2000,11.12994824,1.959712291,0.362876539
3/24/2000,4.290442145,1.808648045,1.506117687
3/25/2000,2.73251795,1.667891061,1.733727978
3/26/2000,15.21718173,2.729312849,0.963953772
3/27/2000,0.96355677,2.067310056,1.360189921
3/28/2000,0.434505115,1.77078771,0.576271404
3/29/2000,0.377076,1.661555866,0.637734667
3/30/2000,0,1.583069832,2.24096863
3/31/2000,0,1.504407821,1.766404641
4/1/2000,2.24581519,1.492944134,0.562558541
4/2/2000,19.76936237,2.81772905,0.965985061
4/3/2000,6.245763435,3.743597765,0.163464826
4/4/2000,4.92465267,2.518843575,0.983448722
4/5/2000,0.3690244,2.384195531,2.015404357
4/6/2000,0,2.201203911,3.151646977
4/7/2000,0,2.032843575,3.238522868
4/8/2000,0,1.913832402,3.396666672
4/9/2000,0.633550225,1.812117318,0.85734408
4/10/2000,0,1.701276536,3.460116743
4/11/2000,20.04308876,3.533731844,0.2762474
4/12/2000,17.7521863,3.642058659,0.370216437
4/13/2000,2.614839595,4.259212291,0.931090931
4/14/2000,0,3.440664804,1.255240475
4/15/2000,0,2.904636872,1.613980383
4/16/2000,4.40790333,2.545089385,1.848594767
4/17/2000,24.09413063,5.770608939,0.074056892
4/18/2000,6.445579435,8.231932961,1.715855791
4/19/2000,3.141045585,5.119164804,2.640188747
4/20/2000,6.465570675,4.379027933,1.931975425
4/21/2000,10.68532615,4.2705,1.814355335
4/22/2000,3.95547235,4.932351955,1.938926381
4/23/2000,3.780824725,3.963192737,1.62183468
4/24/2000,16.72208304,5.435622905,2.37993992
4/25/2000,15.089924,10.17525419,1.570022686
4/26/2000,7.749017015,7.613421788,1.517097008
4/27/2000,0.193596485,6.066980447,1.942577324
4/28/2000,11.69801775,4.878226257,2.120436724
4/29/2000,6.156578365,7.247790503,2.24561531
4/30/2000,0.068083685,4.719494413,4.889720451
5/1/2000,0,3.894662011,4.71656869
5/2/2000,0,3.333293296,4.179577592
5/3/2000,0,2.917558659,1.933410766
5/4/2000,0,2.585463687,1.409207454
5/5/2000,0,2.334846369,1.460726409
5/6/2000,0,2.126589385,4.210179973
5/7/2000,0,1.916195531,4.568511681
5/8/2000,0,1.756458101,5.056273983
5/9/2000,0.060032085,1.654365922,3.124726883
5/10/2000,0,1.543977654,2.673645406
5/11/2000,0,1.42949162,1.798909752
5/12/2000,0,1.361513966,1.996964247
5/13/2000,0,1.300801676,2.255826646
5/14/2000,0,1.203234637,5.830122601
5/15/2000,0,1.140837989,4.422558849
5/16/2000,10.87062835,1.178874302,1.385407563
5/17/2000,24.46516603,2.430854749,1.126333901
5/18/2000,17.00308473,5.175653631,1.193421175
5/19/2000,8.70956319,3.863740223,1.794944433
5/20/2000,10.21982892,3.256441341,1.491208568
5/21/2000,3.99915855,4.599553073,1.447879479
5/22/2000,0.5025888,3.189117318,4.505734673
5/23/2000,35.36007188,11.9222095,0.969728211
5/24/2000,0.308992315,6.594611732,2.784140658
5/25/2000,10.03438766,5.450530726,2.980786578
5/26/2000,25.83364389,8.001351955,1.37523129
5/27/2000,3.096579095,8.543790503,2.64395255
5/28/2000,2.787362845,5.620223464,2.644545697
5/29/2000,2.296510605,4.192567039,3.22993829
